"node","maccs"
"721304","0000000000000000000000000100000000000000010000000100100000000000010000010001000001000010111000010010000110111001001100000000001110110101001110101110110111101011001110"
"721308","0000000000000000000000000000010000000000000000001000000000000000000000000100000000001100000010100001000000000001001000000110000000010000000010000001100011101111100100"
"721317","0000000000000000000000110000000000000000000000100000000000000000000000100000011010000001000011100000010001000100000010100011010000000000000011000000101001011111100100"
"721318","0000000000000000000000000001000000000000000000000000000000000000000000000000000000001100100110000001001000001110011010000100010110011110010010010001110011111111111110"
"721332","0000000000000000000000000000000000000000000000000000010000000000000000010010000000001100001010000101000010000010101100001100101110100000101000111011010110011111111110"
"721352","0000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000011000111101000000011110011010000000100010001110111101111110"
"721353","0000000000000000000000000000000000000000000000000000000000000000000000000100000000010000000000000000000000000000000000000000000000001010000010010000111000010101111010"
"721355","0000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000100000010011000000000000000000000000000000000101000110101100000"
"721359","0000000000000000000000000000000000000000000000000000000000000000000000000000000000001100100000001001000000000000110100000100001000001010011000110001110111111111111110"
"721367","0000000000000000000000000010000000000000000000000000000000000000000000000000000000000010000100000000000000100100000010000010000000101111001000010100011001011111111110"
"721368","0000000000000000000000010000000000000000000000001000000110000010000001100000000000000000101001000100010010000000101000100111101001011011101100111101010101111111111110"
"721369","0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000100000010000000000000001010000000000000001001010101111110"
"721370","0000000000000000000000000000000000000000000001000000000010000000000000000000000000100010100000010000000010100000110000000000101000010100101000111100010101101011011110"
"721372","0000000000000000000000000000000110010100000000000010001001111001001010001000110110010111001001001100011111100011000010111001101001100111110101111101011010110110111110"
"721382","0000000000000001001001000000010000000000000001001000000010000000000000000010000001101100100010111101100010011011011101011110011110010100111100101111100111111111111111"
"721387","0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000110000000000001000000000001000100000000100101001011110"
"721389","0000000000000000000000000000000000000000001000100001000000000000000010001000111010010001000101000000000001000100000010100001000000101010000001000000001001010101111110"
"721390","0000000000000000000000000000000000000100000000000000100010000000100000000100100000010000100100001100000010000100100010011010101000101011101101111100111101011111111110"
"721396","0000000000000000000000000000000000000000000000000000000000000000000000000010001000001100000000000111000000000010000001011100100010000000110001001011000010110100111010"
"721397","0000000000000000000000000000000000000000010000000000000000000000000000000010000100011110110110101101001100111110100111001100111110111110110101111111111111111111111110"
"721399","0000000000000000000000000000000000000000000000000000000000000000010000000000000000000000010000000000000100000001101100000010101000110000001100101110000101101011011110"
"721401","0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000100000000000000000001000000000000000011010"
"721411","0000000000000000000000000000000000000000010000000000100000000100000000000000000000000010100000000000000000100000100000000010101000100100001000111100010101001010011110"
"721412","0000000000000000000000000000000000000000000000000100110010000100010000010001000000100000111000010110000110011001001101010010011110110000101110101110110111001011001110"
"721413","0000000000000000000000000000000110010100001000000010101001111101001010001000100110010011011001011110011011100001000010011001001001100111100101111101011000010110111110"
"721414","0000000000000000001001000100000000000000000000000100000000000000010000010001000000000010011000010010001110110001001101000000001110010101001010101110110101001011001110"
"721415","0000000000000000000000000000000000000000000000000000010000000000000000000000000001010001000000000001000100000010000000000000000000100000010000000010001010100100100000"
"721416","0000000000000000000000000000000000001100000000000000110010000100100000010010100101111000111100111100000001001100100010011100001000111010101101110101011111111110111110"
